1503960366,3/13/2016,0.0150214592,0.0251346499,0.2963709677,0.2558922559,0.015015015,0.0487804878,0.0184275184,0.0537757437,0.056712963,0.0285714286,0.2419354839,0.1372031662,0.0828729282,0.0555555556,0.0526315789,0.1989528796,0.0294117647,0,0.0057803468,0.0295857988,0.5279503106,0.7222222222,0.0182926829,0.0517241379,0.0167597765,0.1277777778,0.1388888889,0.034965035,0.6111111111,0.3166666667,0.1388888889,0.0666666667,0.0944444444,0.3965517241
1503960366,3/14/2016,0.0557939914,0.2818671454,0.0342741935,0.0336700337,0.036036036,0.0243902439,0.0208845209,0.033180778,0.0300925926,0.0511278195,0.0669975186,0.0765171504,0.1510128913,0.0578703704,0.0105263158,0.4083769634,0.0392156863,0.0566037736,0.0809248555,0.3609467456,0.0248447205,0.0777777778,0.0548780488,0.0057471264,0.0335195531,0.0722222222,0.0611111111,0.1188811189,0.1611111111,0.1833333333,0.25,0.0888888889,0,0.775862069
1503960366,3/15/2016,0.1051502146,0.1903052065,0.1008064516,0.0695847363,0.1501501502,0.0711382114,0.0798525799,0.0400457666,0.0625,0.0721804511,0.0496277916,0.0435356201,0.3038674033,0.2060185185,0.1157894737,0.0890052356,0.0294117647,0.0377358491,0.161849711,0.2899408284,0.1055900621,0.1888888889,0.2987804878,0.091954023,0.1452513966,0.0777777778,0.15,0.1328671329,0.0833333333,0.0888888889,0.4777777778,0.2592592593,0.2055555556,0.1293103448
1503960366,3/16/2016,0.1051502146,0.1490125673,0.0625,0.0707070707,0.1231231231,0.075203252,0.0233415233,0.0503432494,0.0706018519,0.1203007519,0.1538461538,0.0224274406,0.0552486188,0.2407407407,0.0631578947,0.1047120419,0,0,0.1560693642,0.1597633136,0.0745341615,0.2,0.2073170732,0.091954023,0.0167597765,0.1055555556,0.1555555556,0.3006993007,0.4111111111,0.0388888889,0.0888888889,0.362962963,0.1,0.1551724138
1503960366,3/17/2016,0.0536480687,0.1490125673,0.0544354839,0.1189674523,0.042042042,0.1443089431,0.0945945946,0.0503432494,0.0601851852,0.0360902256,0.0421836228,0.1530343008,0.0607734807,0.2407407407,0.0964912281,0.1989528796,0.1078431373,0.0188679245,0.063583815,0.1597633136,0.0683229814,0.3,0.0670731707,0.132183908,0.1396648045,0.1111111111,0.1333333333,0.034965035,0.0833333333,0.3555555556,0.0888888889,0.362962963,0.1722222222,0.3017241379
1503960366,3/18/2016,0.0536480687,0.1885098743,0.0625,0.0336700337,0.033033033,0.0528455285,0.2027027027,0.0675057208,0.0393518519,0.0255639098,0.0496277916,0.2585751979,0.1454880295,0.0694444444,0.0210526316,0.0837696335,0.1274509804,0.1132075472,0.063583815,0.2130177515,0.0745341615,0.0666666667,0.0243902439,0.0402298851,0.4804469274,0.1833333333,0.0777777778,0.013986014,0.0888888889,0.6111111111,0.1166666667,0.1037037037,0.0111111111,0.1034482759
1503960366,3/19/2016,0.1072961373,0.3123877917,0.2137096774,0.0987654321,0.1006006006,0.0650406504,0.0356265356,0.0217391304,0.0243055556,0.0406015038,0.0198511166,0.0659630607,0.0810313076,0.037037037,0.0964912281,0.502617801,0.0490196078,0,0.161849711,0.4082840237,0.3354037267,0.2055555556,0.1646341463,0.0747126437,0.0782122905,0.0333333333,0.0444444444,0.0699300699,0.0166666667,0.1444444444,0.1222222222,0.0444444444,0.1722222222,0.9568965517
1503960366,3/20/2016,0.0128755365,0.1382405745,0.5080645161,0.088664422,0.0600600601,0.0772357724,0.0663390663,0.0766590389,0.0856481481,0.1503759398,0.0769230769,0.0883905013,0.0626151013,0.0300925926,0.0263157895,0.1178010471,0.068627451,0,0,0.2130177515,0.701863354,0.2333333333,0.1219512195,0.1034482759,0.1620111732,0.1611111111,0.1222222222,0.1748251748,0.2,0.2222222222,0.0777777778,0.0296296296,0.0166666667,0.1982758621
1503960366,3/21/2016,0.1587982833,0.1113105925,0.0745967742,0.0448933782,0.1501501502,0.0508130081,0.0454545455,0.0469107551,0.0474537037,0.0857142857,0.111662531,0.0488126649,0.0460405157,0.0648148148,0.0684210526,0.0968586387,0.0490196078,0,0.1560693642,0.100591716,0.1055900621,0.0944444444,0.3109756098,0.0517241379,0.1061452514,0.0888888889,0.1111111111,0.2167832168,0.1555555556,0.1,0.0611111111,0.1037037037,0.1111111111,0.1379310345
1503960366,3/22/2016,0.017167382,0.1669658887,0.0967741935,0.0381593715,0.0540540541,0.1077235772,0.113022113,0.0434782609,0.0335648148,0.0977443609,0.0831265509,0.1029023747,0.0755064457,0.0740740741,0.3912280702,0.0759162304,0,0,0.0115606936,0.1538461538,0.149068323,0.0777777778,0.0914634146,0.1379310345,0.2458100559,0.0722222222,0.05,0.1048951049,0.1277777778,0.1222222222,0.1222222222,0.1037037037,0.65,0.0862068966
