154,0,129,0,0,0,0,34,164,1539,314,119,358,460,796,988,135,145,198,231,1497,1011,307,3617
82,7,41,106,0,0,0,43,251,194,104,30,33,33,176,152,343,20,109,17,2534,2861,3804,1268
388,0,0,168,0,8,0,66,26,95,53,311,23,486,92,274,675,247,111,3545,1840,525,773,1542
256,11,91,41,7,4,0,0,0,80,1746,462,572,698,25,559,112,288,215,325,376,308,203,3637
121,53,63,9,0,31,0,37,407,1999,336,348,2113,262,516,112,206,758,1444,2628,1429,417,221,1028
236,45,407,49,0,0,6,19,181,1769,302,282,272,2532,1610,741,565,447,1646,272,2351,326,148,638
84,36,44,0,0,0,0,0,767,1426,399,96,161,2729,71,145,116,112,1027,1927,1124,1320,295,95
7,0,0,0,0,0,0,0,0,1610,723,22,1039,136,1574,464,770,357,347,1627,162,25,104,1231
320,49,0,0,0,0,0,0,0,969,1064,189,93,173,3159,163,174,1353,223,2463,1408,465,107,149
59,45,222,6,0,0,9,9,50,49,615,102,1854,2109,26,1257,11,2742,1692,65,193,394,914,9
322,0,0,142,0,0,0,18,0,0,0,41,1093,3328,1734,224,32,17,8,117,613,55,23,2290
0,0,91,0,0,0,0,19,211,1762,273,132,1086,1434,394,509,446,418,2340,1132,272,66,59,346
373,160,151,0,0,0,0,0,250,1864,676,360,253,221,1166,2063,344,489,1386,558,1733,684,89,338
144,0,0,36,0,0,0,126,275,1679,295,524,486,302,1577,493,299,695,1343,258,0,0,437,1766
81,58,0,0,0,0,0,0,0,902,1106,50,501,1779,1228,139,408,37,322,11,806,2670,362,0
83,75,124,0,0,26,0,7,55,21,154,425,270,373,0,0,0,1774,509,519,77,280,2145,2768
459,0,63,6,6,12,0,101,175,1181,1295,2043,1513,3616,580,0,15,380,96,146,385,463,42,92
0,0,0,8,0,0,0,0,0,0,0,84,260,402,252,191,13,2613,1616,754,2955,487,70,0
416,0,0,0,0,0,0,0,0,1688,380,328,1306,268,137,495,277,304,4074,2101,28,187,542,488
0,22,0,9,0,0,7,316,1656,367,203,194,1887,2697,409,299,297,732,1280,397,2487,826,52,1369
16,36,0,0,0,0,0,29,264,1993,459,65,185,64,1270,797,261,13,1308,1558,499,395,77,1255
17,129,81,0,0,0,0,38,245,1672,255,0,384,1140,12,213,26,96,213,100,3541,970,89,598
0,0,0,0,0,0,0,0,0,192,29,958,38,118,0,180,22,1041,514,629,329,5934,855,1925
182,0,11,0,0,0,12,0,127,285,49,703,1597,1453,202,158,2008,1472,2569,29,142,2432,709,231
141,42,0,0,8,0,7,0,8,76,492,149,548,394,26,27,885,411,911,4871,342,244,66,391
95,22,97,0,25,4,0,44,426,2041,258,1468,707,299,94,359,263,188,116,2815,895,4895,188,56
101,178,0,145,0,7,0,28,173,1826,666,266,415,1571,1998,323,697,143,2513,148,1649,450,148,310
277,60,17,0,0,0,0,0,0,1916,502,797,701,319,1932,59,98,261,2714,5786,2420,266,0,0
0,127,0,0,0,0,0,14,128,1192,987,288,317,1144,1512,115,554,235,1829,13,2122,986,16,1512
202,0,71,0,0,0,0,27,201,1820,44,104,214,41,1711,1076,285,380,118,267,386,1366,1111,1757
19,65,0,6,0,0,0,0,60,148,239,127,92,141,520,993,3388,2176,2319,92,117,840,2139,1192
247,59,36,4,0,0,0,41,94,198,146,103,130,85,540,294,823,1053,2007,177,93,363,1552,2557
0,119,0,21,0,0,0,28,245,1690,369,384,2116,1064,355,418,420,340,227,235,3903,1427,945,404
55,79,20,110,0,0,16,23,158,1391,955,297,396,309,384,1719,870,690,3119,140,6,1333,2549,484
400,18,0,0,0,0,0,0,68,1470,598,194,366,318,2284,138,144,341,2041,205,1316,1106,93,0
70,113,19,0,44,0,8,23,107,1615,360,28,318,1231,375,187,989,2217,715,348,283,3897,900,200
186,4,88,0,19,0,0,23,146,1683,504,234,261,175,535,900,335,279,1532,2500,255,514,375,1611
168,0,19,0,0,0,0,0,132,115,1291,2352,129,77,125,318,259,173,253,652,102,2073,3696,58
147,0,0,0,6,0,7,0,0,0,0,0,511,227,660,341,100,240,4472,1069,793,663,553,271
135,0,0,0,0,14,408,214,109,160,322,477,507,7,0,22,2692,1260,624,1062,1325,2684,0,0
0,92,0,0,0,0,0,47,227,1461,258,988,74,234,159,1038,312,645,2494,1418,2480,251,0,29
0,0,0,0,0,0,0,0,24,155,60,112,186,0,0,190,361,94,157,59,258,84,0,27
191,0,12,0,0,0,0,0,0,207,226,0,0,54,0,0,0,453,0,45,6,30,15,0
0,0,0,0,0,0,0,0,0,312,0,0,374,12,242,610,350,70,160,73,305,17,0,37
0,0,0,0,0,0,0,63,2428,3801,19,107,0,71,0,1020,498,0,114,272,1556,0,65,99
0,0,0,0,65,0,66,29,4083,1024,58,49,0,1307,195,303,1159,103,134,1029,146,106,15,0
0,0,0,0,2707,2086,83,60,3788,1831,0,0,0,66,603,1375,1013,506,1693,179,0,157,0,8
0,0,0,0,0,0,0,54,80,0,53,143,0,0,56,265,915,868,104,0,493,123,122,9
0,0,0,0,0,0,0,0,0,625,111,36,184,0,119,41,296,19,38,67,274,0,327,88
0,0,0,0,0,0,0,0,129,3442,316,0,0,66,203,26,137,52,49,103,56,117,63,0
20,0,0,0,0,0,0,93,151,117,0,77,142,0,68,966,0,16,65,39,205,88,108,0
0,0,0,0,0,0,0,171,2122,164,207,43,0,0,0,104,0,818,72,0,0,0,39,0
0,0,11,0,0,0,527,25,0,6,231,274,80,0,200,363,2199,8,59,176,143,126,201,0
0,0,0,0,0,0,0,0,137,88,222,14,0,86,312,0,110,118,13,43,54,47,7,0
0,0,0,0,0,0,24,0,252,0,0,0,0,12,9,399,248,328,152,0,272,106,0,0
0,0,0,0,0,0,0,0,0,0,275,43,0,391,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,143,439,508,0,283,76,231,96,62,147,0,365,91,0
0,0,0,0,0,0,0,103,52,0,68,439,0,76,0,0,540,27,80,0,64,0,0,0
0,0,11,0,0,0,0,10,94,176,26,0,287,0,0,115,362,0,45,368,50,826,6,0
0,0,0,0,0,8,12,0,0,221,17,0,0,13,146,126,28,6,46,62,158,0,0,225
0,0,0,0,0,0,0,7,67,0,123,15,26,35,412,182,1341,286,1396,216,175,64,0,11
0,0,0,0,0,2921,3795,34,0,108,0,0,69,14,27,81,604,758,95,31,579,81,0,171
0,0,0,0,0,0,0,0,60,78,0,0,253,0,17,97,341,54,0,60,344,286,76,7
0,0,0,0,0,0,140,234,0,200,186,1029,307,0,49,0,0,23,213,160,0,131,141,0
0,0,0,0,0,0,0,849,3233,5033,4895,3248,56,307,61,121,135,123,12,45,74,55,0,14
0,0,0,0,0,0,0,120,138,128,57,0,85,0,118,133,39,63,385,0,0,0,21,0
0,0,0,0,6,0,0,0,8,206,43,187,0,50,0,0,307,0,0,102,74,0,0,0
223,0,0,0,0,0,0,0,0,74,245,0,7,116,0,97,95,105,0,143,6,194,0,35
0,0,0,0,0,0,0,0,28,4871,102,0,0,6,79,60,457,39,12,50,376,0,71,0
0,0,0,100,88,0,0,0,0,0,1324,658,175,80,0,4,325,0,183,476,88,273,101,0
36,13,0,0,0,0,0,271,261,808,452,345,446,277,57,136,0,0,160,274,0,119,65,8
54,0,0,0,0,0,43,5231,2214,314,14,540,114,120,232,255,319,0,71,218,69,31,0,0
7,0,0,0,0,0,1085,5375,31,0,0,7,0,0,0,0,0,1085,5375,129,81,67,43,0
79,235,257,501,99,0,0,174,75,0,0,0,0,0,0,0,0,1663,3685,608,80,0,36,0
126,39,491,7,14,183,0,0,0,0,0,0,0,0,0,0,1958,4148,141,468,0,0,87,34
170,1197,182,445,0,227,0,50,178,6,0,0,0,0,0,0,0,0,0,415,0,0,0,0
0,0,6,386,0,27,287,185,465,0,81,0,0,0,0,0,0,0,259,231,126,0,291,82
0,39,0,472,28,1211,1962,123,115,0,67,0,0,0,0,0,0,0,49,0,193,1374,657,19
0,2047,401,782,156,173,28,89,59,29,0,0,0,0,0,354,4120,17,458,261,6,0,0,812
3242,186,314,131,180,120,124,123,0,0,0,0,0,106,333,13,227,0,0,120,826,235,495,0
0,0,351,137,12,22,39,0,123,0,0,0,0,0,0,0,0,2608,159,89,319,8,0,46
311,353,445,62,26,35,264,126,9,0,0,106,0,0,0,0,0,186,502,339,9,0,226,111
28,218,1287,2880,88,180,180,0,0,0,0,105,0,0,0,142,0,12,240,205,55,149,0,0
102,58,9,345,671,430,1013,466,218,16,0,0,0,0,0,0,0,150,722,0,97,39,221,0
350,8,74,446,2628,2666,854,49,174,34,0,0,0,0,0,0,0,121,313,103,1236,1604,217,0
12,53,1456,232,397,24,100,0,0,6,0,0,0,0,0,0,221,148,2401,967,508,64,45,14
154,951,355,383,0,41,66,163,38,0,0,0,0,0,0,0,0,470,388,43,160,269,239,0
81,449,258,383,7,41,0,0,133,0,0,0,0,0,0,0,0,247,32,433,212,1239,4016,413
561,510,157,26,0,79,104,205,36,0,0,0,0,0,0,0,139,137,167,182,0,0,188,0
635,572,0,0,409,69,225,0,69,0,0,0,0,0,0,36,0,0,0,0,304,84,129,0
790,205,259,205,148,33,128,0,324,0,11,0,0,0,0,0,0,0,179,272,135,3579,307,648
57,0,381,185,66,107,145,78,6,0,0,0,207,1748,2759,7609,8520,8976,4282,176,217,41,0,0
180,46,128,125,385,289,272,53,82,0,0,0,0,0,100,0,0,0,671,1649,111,103,0,180
19,81,569,3261,50,57,150,72,0,0,0,0,0,0,66,507,0,0,0,0,130,127,128,7
0,0,585,223,0,16,155,156,0,0,15,0,0,0,45,0,0,0,181,341,34,0,0,634
132,99,218,129,106,177,4,78,0,0,0,0,0,0,116,0,0,0,0,497,97,523,340,83
48,82,52,419,9,60,76,68,151,0,174,0,0,0,0,0,0,0,0,144,60,101,4,0
0,5,152,230,223,136,136,211,121,277,171,0,0,0,0,0,0,0,0,0,199,210,262,0
0,162,417,173,50,7,19,36,0,0,473,52,0,0,0,0,0,8,144,310,22,82,333,588
74,470,110,149,230,158,0,224,0,0,36,0,0,0,0,0,0,0,0,0,307,243,309,73
243,10,100,274,0,83,43,11,111,0,0,0,0,0,0,0,0,0,0,0,19,1376,338,6
13,118,644,47,172,30,84,11,0,0,18,0,0,0,0,0,0,0,0,0,0,154,199,664
38,16,1,1,1,1,2,1,1,1,1,25,334,675,631,945,1647,742,2804,2494,2339,2304,1684,14
14,14,44,0,0,0,0,0,0,5,8,487,0,142,4655,1189,1176,176,27,21,0,0,29,0
12,0,0,0,0,0,0,13,612,163,187,55,333,353,208,173,26,692,177,640,447,0,0,0
0,0,0,0,0,0,0,22,528,174,103,19,123,315,204,41,84,167,1525,2730,2334,2018,1332,0
35,2,1,1,1,1,1,1,135,198,160,4,434,159,46,211,336,237,1569,2522,1239,2164,1210,111
14,2,1,2,2,2,2,2,140,377,78,92,244,18,61,127,103,36,524,27,533,595,215,1048
580,97,6,0,0,0,0,0,0,0,0,480,463,228,17,4,2,3,10,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,95,4,4,4,116,352,510,120,54,52,8,224,31,14
24,36,27,0,0,0,0,0,0,0,31,61,567,2278,368,79,8,234,248,176,688,511,82,215
5,5,6,5,6,5,6,5,672,53,369,81,482,24,37,252,72,566,997,125,47,5,66,210
22,3,3,3,3,3,3,3,548,611,10,9,36,341,44,18,279,573,1666,2573,1807,2704,2150,376
88,2,2,2,2,2,2,2,138,141,145,145,468,26,26,26,25,99,1325,1200,599,1338,1148,314
7,8,7,7,0,0,0,0,489,25,302,8,185,55,8,9,8,439,483,537,960,1265,7,7
4,4,3,0,0,0,0,482,4,4,3,4,4,3,4,4,154,620,136,783,735,0,0,0
44,44,0,0,0,0,0,0,0,0,0,0,0,0,418,1234,0,0,17,0,35,44,692,19
35,530,9,17,0,0,0,0,0,0,2,8,9,9,3825,503,192,61,1,1,1,1,0,0
0,0,0,0,0,0,0,0,719,32,102,16,37,341,433,34,101,706,204,2958,452,942,201,4
3,4,3,4,0,0,0,0,202,477,6,139,99,290,12,184,203,228,1528,1676,1372,1984,1780,22
4,4,4,4,0,0,0,185,382,385,86,443,57,525,209,79,110,1023,286,3758,462,29,30,21
0,0,0,0,0,0,0,430,25,156,41,106,338,110,265,158,26,554,989,1631,1883,1662,2170,10
11,12,12,13,1,0,0,190,118,118,36,0,0,0,0,225,322,403,1264,1126,401,281,52,51
16,5,5,4,5,5,4,5,4,5,21,5,6,762,2561,1917,1820,3057,1396,2021,1496,3494,1472,151
32,33,21,4,4,4,4,4,4,4,4,27,124,3476,3746,1355,0,735,861,175,1695,270,84,246
0,0,0,0,0,0,0,0,320,172,165,47,7,466,26,35,201,302,315,763,0,0,0,0
44,0,0,0,0,0,0,0,478,337,0,31,392,257,29,195,102,421,868,1971,1335,2336,1125,0
0,0,0,0,0,0,0,0,448,233,51,73,167,418,35,58,82,389,787,3627,205,1453,20,0
0,0,0,0,0,0,0,0,91,513,213,69,286,54,237,152,6,210,1822,1978,1475,2488,1572,0
0,0,0,0,0,0,0,179,488,414,45,107,434,222,65,113,349,961,298,4009,158,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,38,318,1033,2622,2893,2032,2480,2028,174
1025,304,0,0,45,8,0,0,0,0,0,0,451,318,288,107,68,5,539,79,156,205,1676,1669
1467,2076,1527,10,0,0,0,0,0,0,0,0,488,255,11,217,501,88,72,20,170,418,602,4660
499,0,0,0,0,0,0,0,0,0,0,0,466,18,25,525,101,465,73,173,174,392,1108,2162
1723,1686,1937,9,0,0,0,0,0,0,0,586,89,9,5,352,210,94,458,32,512,129,655,449
1337,11,31,304,0,0,0,0,0,0,0,0,0,0,0,783,1959,1814,879,1229,3434,1163,562,62
679,1100,1400,159,836,561,0,0,0,0,0,0,0,0,0,0,608,979,3195,278,44,149,189,327
629,394,319,249,152,0,0,0,0,0,0,16,596,160,18,11,219,679,105,153,31,470,498,3815
209,0,0,0,0,0,0,0,0,0,0,0,524,127,228,85,323,97,610,96,66,274,1470,2402
1296,1949,1521,163,5,4,3,2,3,3,2,3,350,94,200,51,6,369,361,247,5,36,11,39
16,483,134,9,0,0,0,0,0,0,0,0,0,0,16,44,0,0,35,0,506,0,0,120
320,161,0,21,0,0,329,0,59,0,0,0,0,0,0,0,556,720,756,11,263,0,0,23
819,137,0,0,0,24,23,0,0,0,0,0,8,0,0,0,0,0,0,0,170,727,1451,1984
2098,144,0,8,16,16,12,0,0,0,0,0,0,0,0,0,176,844,871,368,6,288,45,336
313,0,22,8,0,0,0,0,0,0,0,0,541,7,981,247,24,343,0,14,39,421,283,583
0,0,0,97,8,0,0,0,0,0,0,0,478,368,18,73,32,389,204,239,160,181,1565,1123
802,2810,1431,38,0,0,0,0,0,0,0,0,472,48,73,148,78,448,138,298,60,553,357,314
45,0,0,0,0,0,0,0,0,0,0,0,378,111,194,53,27,164,30,243,117,513,1356,2035
1236,1833,1115,0,0,0,0,0,0,0,0,366,36,24,336,338,11,363,469,290,76,755,59,0
0,53,0,0,0,0,0,0,0,0,0,1306,1116,687,506,1522,954,783,469,51,0,694,2743,2275
1363,2543,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,375,315,1234,162,1090,655,1013,920
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,173,21,239,95,206,794,685,803
308,0,0,0,7,0,0,0,0,0,0,0,373,189,466,73,20,431,40,35,69,376,1298,2095
2674,2700,1925,18,20,0,0,0,0,0,0,0,518,0,0,0,127,206,0,652,0,0,708,0
52,17,9,0,0,0,0,0,0,0,0,0,475,0,0,0,308,15,0,0,0,631,325,832
190,162,50,1375,974,226,116,227,4,4,4,4,342,926,126,26,1588,1187,408,1780,136,176,123,253
187,785,63,93,148,0,0,0,0,0,0,0,512,97,85,1922,1695,1936,1599,773,1481,1626,14,303
331,429,202,219,137,298,798,7,7,7,7,7,7,587,867,609,256,380,354,302,493,769,37,8
15,460,270,42,2,1,1,1,1,1,1,1,611,15,14,97,163,218,19,18,19,19,710,4084
549,48,0,50,27,0,0,0,0,0,0,0,158,574,194,0,0,369,0,0,0,0,1803,1115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,106,296,431,869,648,24,149,361,0,0,0,0,0,0,0
0,265,236,622,42,1530,272,697,404,583,188,217,255,264,29,107,231,114,0,0,0,0,0,0
0,0,0,559,205,250,295,111,70,319,1186,2198,706,388,141,74,245,101,0,0,0,0,0,0
17,56,20,385,0,46,542,583,453,257,798,166,516,773,409,0,0,337,0,0,0,0,0,0
0,0,0,247,454,0,0,216,609,175,138,441,160,64,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
0,469,941,455,481,299,569,673,519,552,401,402,89,241,130,123,188,18,0,0,0,0,7,0
0,299,1139,418,463,241,260,283,535,313,613,257,282,0,0,0,0,0,0,0,0,0,0,0
301,258,197,269,300,67,0,391,676,441,698,348,310,237,0,486,70,103,0,0,0,0,0,0
0,0,0,600,416,663,284,374,616,311,104,873,404,707,431,594,484,70,0,0,0,0,0,0
0,0,624,242,138,244,50,105,122,236,894,954,487,21,526,233,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,114,682,582,429,814,377,301,643,456,410,533,228,489,166,436,37,0
0,0,0,0,0,0,0,0,0,744,281,347,43,175,139,452,234,608,401,323,561,168,453,189
87,0,0,0,0,0,48,638,613,836,555,288,505,284,188,222,688,315,1290,560,288,167,144,100
0,0,0,0,0,0,0,0,0,176,170,354,413,443,441,280,213,0,0,0,457,494,303,0
0,0,0,0,0,0,0,0,63,308,481,480,1150,787,134,11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,391,815,1450,337,190,332,420,253,181,156,371
0,0,0,0,0,113,74,396,200,362,0,0,0,0,14,20,259,365,605,182,437,1104,95,138
0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
0,0,0,0,0,0,0,325,817,622,482,252,298,452,263,396,850,192,547,2043,130,385,0,0
0,0,0,0,0,0,0,0,0,518,762,328,619,561,234,0,0,137,797,371,363,97,585,149
0,0,0,0,0,0,0,0,0,392,758,539,128,0,583,947,74,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,205,788,705,284,454,534,332,777,151,335,208,1001,861,264,68
184,0,0,0,0,0,0,0,232,431,845,53,0,542,57,114,196,405,322,665,133,538,135,0
0,0,0,0,0,0,0,0,0,612,517,551,0,166,314,191,217,276,107,154,203,258,448,1193
555,773,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,486,683,361,95,769,80,37,622,41,265,312,194,57,57,0
0,0,0,0,0,0,0,0,0,63,720,276,208,9,402,402,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,145,423,184,464,542,479,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,835,776,484,368,89
82,249,211,404,312,70,0,65,92,99,0,0,0,0,0,31,73,743,1341,141,0,7,26,118
185,65,64,180,239,150,208,36,30,15,0,127,72,23,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4457,379
51,0,0,0,211,264,11,59,31,38,0,0,5,25,12,0,36,105,21,0,0,20,223,247
5282,2059,409,95,0,95,68,38,7,0,33,0,0,0,0,0,0,20,40,230,4913,1545,3485,116
68,254,431,1606,262,589,61,369,35,28,10,0,24,276,0,0,0,32,0,0,252,247,266,5526
4581,1707,3925,853,387,66,54,21,25,15,0,0,0,7,0,0,62,8,0,0,8,129,22,101
40,261,78,260,38,172,63,20,66,15,0,0,0,0,15,28,0,0,0,12,219,647,1112,138
46,81,202,113,304,59,145,7,61,0,0,7,0,0,7,8,165,307,12,33,39,7,44,31
91,0,55,65,0,0,0,0,0,46,84,34,8,0,0,15,8,7,0,21,2641,3613,0,0
0,0,78,84,153,21,126,5,112,48,25,0,0,0,0,0,12,63,257,767,1171,295,324,51
87,23,303,14,189,229,38,152,8,0,0,0,18,4,0,0,4,0,39,92,15,17,0,0
48,34,246,192,0,0,0,0,0,0,0,0,0,0,0,105,10,58,5,41,32,1566,311,549
43,359,45,160,48,250,90,274,224,42,41,21,0,0,0,0,0,282,133,13,61,101,727,232
45,83,248,38,376,40,154,0,0,0,0,0,0,0,0,0,0,0,0,110,43,276,5473,5518
3735,154,121,2769,238,31,53,58,0,0,0,0,0,24,34,6,26,325,437,137,132,4865,89,2901
3230,0,2640,476,338,2161,3185,4,73,133,0,0,0,0,0,0,8,0,0,0,56,11,72,166
0,146,25,0,21,462,1303,1203,1087,113,0,7,95,16,0,0,0,32,0,8,0,303,235,5840
5510,3875,217,17,73,37,25,0,67,4,18,0,0,0,0,17,140,7,0,0,93,124,1785,3496
0,0,0,0,0,0,46,73,8,66,0,4,0,0,0,4,182,4,0,0,92,123,146,30
64,776,1016,1540,64,81,26,71,0,94,103,0,31,7,0,8,25,0,51,169,19,486,244,50
393,1108,1397,1206,12,48,42,218,0,45,20,0,0,0,0,0,0,0,0,340,775,186,532,15
6,514,324,141,118,156,37,34,0,0,0,0,0,0,0,4,0,0,0,89,5,145,23,56
105,83,243,398,439,0,664,37,61,0,20,0,0,22,0,0,0,158,195,185,56,30,29,137
67,28,989,0,38,0,103,88,82,7,16,0,0,7,0,0,0,22,431,359,251,80,70,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
15,110,247,124,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,196
152,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,34,7,216
129,324,335,180,983,79,27,27,87,40,0,0,79,12,0,5,0,0,84,632,6,10,200,77
265,138,172,42,126,57,60,67,73,0,0,0,0,4,12,0,0,101,55,7,32,0,215,23
0,61,77,300,234,14,15,59,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0
0,4,0,20,0,0,0,0,17,0,0,169,12,77,119,0,28,32,105,50,45,4,16,17
0,12,0,0,0,0,79,0,5,0,0,0,0,0,115,108,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,54,959,440,388,143,70,22,46,34,7,5,0,0
0,94,0,0,0,0,403,41,328,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,158,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
